169.0,51.0,40.0,147.0,149.0,97.0,75.0,122.0,99.0,87.0,117.0,96.0,
208.0,42.0,98.0,65.0,147.0,96.0,71.0,135.0,91.0,86.0,112.0,152.0,
181.0,57.0,42.0,124.0,156.0,95.0,76.0,125.0,121.0,64.0,121.0,92.0,
