276.0,81.0,67.0,58.0,243.0,91.0,66.0,75.0,
101.0,72.0,104.0,93.0,166.0,87.0,192.0,87.0,
88.0,75.0,102.0,101.0,52.0,67.0,62.0,82.0,
136.0,71.0,87.0,81.0,72.0,71.0,102.0,63.0,
72.0,96.0,90.0,190.0,75.0,68.0,99.0,58.0,
253.0,72.0,57.0,142.0,227.0,81.0,87.0,75.0,
107.0,109.0,55.0,58.0,55.0,95.0,65.0,93.0,
79.0,47.0,63.0,85.0,70.0,159.0,210.0,57.0,
125.0,160.0,71.0,86.0,66.0,71.0,71.0,101.0,
145.0,61.0,82.0,53.0,270.0,151.0,140.0,272.0,
