8888.0,64.0,65.0,114.0,98.0,114.0,57.0,63.0,143.0,
8911.0,68.0,54.0,65.0,97.0,111.0,64.0,108.0,140.0,
8851.0,46.0,72.0,90.0,119.0,95.0,85.0,104.0,119.0,
