5.31850353892821,2.54126471096198,8.327618301165867,
7.533286615276804,6.135417427507121,4.757373929590866,
7.181973247149655,5.079117015042001,5.990294206854716,
6.257332811888932,7.61225669685874,7.034914017717561,
6.39216337373402,6.163886874546773,6.9593147751606,
7.704622773664199,7.614448881047451,7.831620166421929,
7.866273352999017,7.5838599902771024,6.920985416495015,
6.542727200191495,7.91741832030467,7.210455159981973,
7.085289168364183,8.0870607028754,6.035913686434284,
7.130434782608695,6.580003209757663,6.705853133537544,
