5059.0,3706.0,86.0,46.0,55.0,41.0,51.0,52.0,58.0,68.0,39.0,64.0,43.0,51.0,45.0,57.0,41.0,
5003.0,3771.0,87.0,42.0,79.0,41.0,56.0,49.0,45.0,59.0,99.0,58.0,39.0,39.0,95.0,40.0,39.0,
5002.0,3786.0,68.0,91.0,116.0,40.0,44.0,64.0,38.0,42.0,40.0,53.0,46.0,44.0,56.0,46.0,42.0,
