656.0,563.0,687.0,578.0,687.0,672.0,602.0,719.0,578.0,704.0,640.0,579.0,437.0,31.0,32.0,47.0,62.0,63.0,47.0,46.0,63.0,31.0,47.0,47.0,31.0,31.0,32.0,109.0,31.0,63.0,62.0,31.0,32.0,47.0,31.0,31.0,47.0,31.0,32.0,31.0
578.0,578.0,688.0,578.0,578.0,735.0,579.0,687.0,578.0,578.0,579.0,625.0,438.0,46.0,32.0,62.0,63.0,31.0,47.0,31.0,31.0,63.0,31.0,47.0,62.0,47.0,47.0,43.0,27.0,47.0,31.0,47.0,31.0,31.0,32.0,31.0,31.0,47.0,31.0,47.0
586.0,584.0,704.0,595.0,625.0,664.0,676.0,568.0,689.0,669.0,661.0,556.0,496.0,102.0,60.0,102.0,38.0,36.0,40.0,36.0,60.0,106.0,93.0,62.0,62.0,42.0,47.0,56.0,58.0,41.0,31.0,43.0,41.0,39.0,56.0,52.0,40.0,88.0,95.0,102.0
