8923.0,78.0,47.0,62.0,62.0,78.0,79.0,125.0,62.0,63.0,
8831.0,63.0,109.0,109.0,47.0,78.0,94.0,94.0,47.0,109.0,
8930.0,68.0,57.0,67.0,76.0,59.0,58.0,65.0,156.0,66.0,
