3029.0,2916.0,2840.0,97.0,37.0,39.0,47.0,83.0,46.0,76.0,42.0,38.0,40.0,41.0,57.0,45.0,38.0,103.0,48.0,42.0,38.0,
2994.0,2905.0,2781.0,78.0,47.0,31.0,32.0,62.0,47.0,63.0,47.0,46.0,47.0,32.0,46.0,32.0,31.0,31.0,47.0,47.0,31.0,
3047.0,2821.0,2806.0,60.0,39.0,54.0,40.0,55.0,47.0,46.0,48.0,58.0,40.0,43.0,53.0,39.0,43.0,48.0,46.0,40.0,53.0,
