7995.0,887.0,101.0,43.0,53.0,118.0,68.0,60.0,98.0,74.0,62.0,
7967.0,921.0,102.0,48.0,81.0,152.0,59.0,50.0,69.0,55.0,65.0,
7971.0,874.0,121.0,65.0,65.0,120.0,72.0,52.0,92.0,94.0,62.0,
