185.0,43.0,42.0,46.0,41.0,37.0,41.0,43.0,39.0,42.0,41.0,40.0,41.0,43.0,39.0,39.0,38.0,39.0,36.0,42.0,49.0,44.0,41.0,41.0,37.0,42.0,38.0,38.0,45.0,38.0,39.0,39.0,47.0,41.0,39.0,37.0,42.0,43.0,38.0,41.0,37.0,40.0,92.0,47.0,36.0,54.0,50.0,44.0,38.0,45.0,
142.0,44.0,41.0,51.0,42.0,41.0,44.0,41.0,42.0,42.0,162.0,43.0,56.0,45.0,58.0,41.0,57.0,42.0,57.0,41.0,40.0,45.0,47.0,40.0,39.0,38.0,45.0,47.0,42.0,47.0,36.0,40.0,43.0,40.0,37.0,38.0,47.0,43.0,42.0,38.0,42.0,42.0,42.0,41.0,43.0,42.0,41.0,39.0,38.0,56.0,
80.0,49.0,47.0,49.0,41.0,47.0,39.0,43.0,39.0,38.0,43.0,38.0,41.0,48.0,40.0,42.0,40.0,44.0,44.0,44.0,39.0,36.0,41.0,37.0,42.0,39.0,37.0,46.0,40.0,46.0,41.0,38.0,34.0,119.0,39.0,101.0,41.0,42.0,39.0,78.0,43.0,40.0,41.0,42.0,41.0,40.0,40.0,43.0,39.0,40.0,
89.0,49.0,45.0,44.0,40.0,41.0,41.0,49.0,43.0,46.0,49.0,48.0,42.0,43.0,44.0,49.0,46.0,43.0,47.0,41.0,46.0,52.0,48.0,48.0,44.0,40.0,44.0,44.0,50.0,45.0,48.0,54.0,48.0,45.0,45.0,45.0,50.0,44.0,47.0,48.0,45.0,42.0,45.0,53.0,44.0,50.0,41.0,44.0,44.0,47.0,
113.0,52.0,49.0,49.0,53.0,47.0,70.0,67.0,47.0,50.0,45.0,47.0,45.0,48.0,43.0,46.0,41.0,47.0,44.0,41.0,43.0,42.0,41.0,53.0,47.0,41.0,40.0,50.0,44.0,65.0,44.0,41.0,41.0,42.0,47.0,45.0,46.0,45.0,45.0,41.0,45.0,46.0,48.0,59.0,47.0,46.0,43.0,47.0,40.0,41.0,
