42.0,45.0,63.0,45.0,58.0,53.0,64.0,66.0,69.0,46.0,69.0,48.0,45.0,77.0,65.0,47.0,43.0,41.0,42.0,79.0,92.0,88.0,80.0,48.0,53.0,40.0,51.0,51.0,51.0,89.0,44.0,38.0,
46.0,41.0,46.0,40.0,40.0,41.0,47.0,88.0,79.0,39.0,37.0,49.0,84.0,115.0,41.0,47.0,43.0,69.0,39.0,101.0,44.0,111.0,51.0,46.0,40.0,38.0,40.0,44.0,44.0,82.0,351.0,111.0,
43.0,59.0,48.0,47.0,81.0,61.0,46.0,50.0,51.0,58.0,44.0,40.0,51.0,77.0,84.0,56.0,62.0,48.0,81.0,39.0,76.0,244.0,46.0,58.0,44.0,57.0,77.0,34.0,51.0,51.0,70.0,41.0,
149.0,58.0,60.0,38.0,59.0,55.0,61.0,56.0,53.0,37.0,42.0,53.0,55.0,42.0,37.0,37.0,40.0,82.0,133.0,58.0,61.0,36.0,52.0,103.0,55.0,50.0,72.0,60.0,59.0,63.0,37.0,34.0,
39.0,45.0,45.0,44.0,52.0,51.0,54.0,40.0,70.0,38.0,46.0,36.0,51.0,51.0,39.0,35.0,35.0,51.0,38.0,38.0,52.0,39.0,44.0,38.0,40.0,37.0,46.0,73.0,187.0,51.0,68.0,107.0,
59.0,73.0,46.0,46.0,40.0,33.0,38.0,44.0,42.0,63.0,39.0,52.0,37.0,92.0,38.0,38.0,36.0,46.0,44.0,79.0,47.0,91.0,49.0,55.0,46.0,44.0,40.0,57.0,64.0,38.0,59.0,64.0,
55.0,68.0,66.0,42.0,95.0,108.0,50.0,51.0,83.0,50.0,48.0,94.0,56.0,72.0,43.0,99.0,119.0,168.0,81.0,145.0,126.0,88.0,91.0,113.0,166.0,70.0,266.0,802.0,167.0,325.0,919.0,276.0,
329.0,35.0,48.0,40.0,77.0,50.0,71.0,98.0,67.0,38.0,44.0,77.0,93.0,207.0,78.0,51.0,62.0,65.0,44.0,62.0,43.0,39.0,43.0,320.0,64.0,134.0,80.0,122.0,87.0,114.0,115.0,67.0,
102.0,54.0,60.0,63.0,153.0,35.0,38.0,46.0,37.0,44.0,34.0,42.0,38.0,42.0,35.0,43.0,49.0,63.0,61.0,44.0,52.0,46.0,48.0,55.0,257.0,234.0,119.0,44.0,56.0,48.0,48.0,42.0,
96.0,48.0,38.0,57.0,42.0,56.0,71.0,62.0,39.0,35.0,47.0,55.0,42.0,42.0,43.0,48.0,66.0,81.0,66.0,56.0,55.0,48.0,70.0,70.0,43.0,72.0,91.0,45.0,58.0,55.0,51.0,51.0,
