73.0,46.0,59.0,52.0,188.0,36.0,102.0,83.0,118.0,46.0,53.0,65.0,52.0,49.0,46.0,109.0,86.0,46.0,73.0,146.0,127.0,105.0,46.0,61.0,93.0,60.0,44.0,162.0,39.0,94.0,71.0,42.0,39.0,44.0,47.0,38.0,41.0,42.0,50.0,42.0,61.0,32.0,46.0,45.0,33.0,45.0,44.0,37.0,73.0,42.0,60.0,59.0,62.0,36.0,74.0,105.0,122.0,134.0,87.0,112.0,69.0,71.0,105.0,97.0,
309.0,41.0,139.0,89.0,47.0,33.0,40.0,39.0,34.0,36.0,42.0,44.0,44.0,36.0,44.0,36.0,37.0,32.0,41.0,38.0,31.0,37.0,38.0,46.0,38.0,57.0,121.0,35.0,36.0,46.0,41.0,39.0,39.0,38.0,43.0,46.0,38.0,54.0,52.0,102.0,38.0,37.0,92.0,33.0,48.0,35.0,80.0,102.0,69.0,50.0,34.0,71.0,48.0,61.0,90.0,36.0,40.0,40.0,43.0,40.0,36.0,41.0,38.0,51.0,
36.0,52.0,45.0,56.0,54.0,34.0,37.0,37.0,80.0,38.0,37.0,82.0,51.0,55.0,235.0,167.0,38.0,55.0,91.0,54.0,52.0,47.0,37.0,39.0,77.0,37.0,39.0,55.0,42.0,36.0,34.0,32.0,50.0,36.0,29.0,30.0,49.0,36.0,31.0,51.0,60.0,37.0,49.0,38.0,37.0,48.0,40.0,45.0,49.0,31.0,31.0,48.0,41.0,77.0,51.0,38.0,39.0,39.0,45.0,42.0,39.0,33.0,40.0,41.0,
129.0,68.0,41.0,50.0,67.0,45.0,106.0,254.0,67.0,50.0,80.0,76.0,104.0,134.0,31.0,74.0,43.0,121.0,49.0,54.0,343.0,73.0,32.0,40.0,42.0,53.0,38.0,49.0,32.0,38.0,35.0,35.0,85.0,47.0,45.0,58.0,70.0,47.0,39.0,30.0,37.0,35.0,37.0,39.0,34.0,47.0,43.0,183.0,85.0,37.0,76.0,152.0,53.0,62.0,42.0,36.0,46.0,46.0,40.0,44.0,60.0,51.0,61.0,44.0,
30.0,55.0,56.0,60.0,43.0,42.0,33.0,45.0,107.0,96.0,41.0,268.0,121.0,67.0,39.0,53.0,60.0,105.0,75.0,88.0,39.0,53.0,33.0,52.0,31.0,39.0,60.0,44.0,59.0,51.0,47.0,55.0,39.0,34.0,85.0,35.0,57.0,38.0,52.0,52.0,47.0,61.0,40.0,81.0,49.0,37.0,47.0,45.0,38.0,38.0,66.0,55.0,42.0,43.0,48.0,42.0,42.0,42.0,46.0,35.0,38.0,38.0,41.0,35.0,
41.0,46.0,35.0,37.0,38.0,35.0,40.0,54.0,43.0,37.0,34.0,39.0,54.0,34.0,50.0,39.0,56.0,57.0,35.0,45.0,47.0,31.0,32.0,47.0,40.0,31.0,46.0,42.0,51.0,75.0,79.0,86.0,137.0,119.0,289.0,53.0,36.0,57.0,50.0,33.0,34.0,40.0,63.0,39.0,38.0,38.0,35.0,35.0,36.0,41.0,35.0,53.0,36.0,85.0,84.0,31.0,48.0,40.0,38.0,32.0,39.0,31.0,35.0,41.0,
42.0,66.0,39.0,42.0,37.0,42.0,39.0,40.0,29.0,41.0,37.0,52.0,32.0,31.0,40.0,34.0,40.0,47.0,38.0,40.0,49.0,52.0,37.0,58.0,72.0,50.0,36.0,56.0,40.0,38.0,48.0,41.0,38.0,42.0,40.0,43.0,44.0,43.0,44.0,63.0,35.0,44.0,98.0,52.0,77.0,57.0,41.0,49.0,41.0,40.0,71.0,50.0,178.0,39.0,37.0,67.0,35.0,62.0,41.0,34.0,42.0,36.0,36.0,50.0,
41.0,50.0,50.0,94.0,38.0,40.0,35.0,41.0,34.0,35.0,39.0,32.0,49.0,42.0,42.0,42.0,44.0,49.0,33.0,41.0,36.0,41.0,52.0,43.0,38.0,47.0,43.0,36.0,42.0,45.0,44.0,51.0,64.0,44.0,52.0,35.0,75.0,49.0,41.0,69.0,43.0,54.0,52.0,44.0,52.0,35.0,47.0,43.0,48.0,52.0,39.0,34.0,38.0,41.0,60.0,232.0,64.0,48.0,47.0,53.0,63.0,36.0,41.0,33.0,
41.0,43.0,50.0,47.0,50.0,55.0,51.0,37.0,37.0,32.0,46.0,43.0,38.0,53.0,51.0,37.0,43.0,38.0,76.0,46.0,38.0,34.0,49.0,44.0,44.0,46.0,81.0,51.0,39.0,51.0,42.0,57.0,49.0,48.0,47.0,46.0,47.0,44.0,66.0,38.0,34.0,48.0,40.0,61.0,34.0,39.0,40.0,54.0,46.0,44.0,44.0,42.0,44.0,31.0,41.0,39.0,40.0,39.0,43.0,45.0,42.0,43.0,44.0,31.0,
30.0,68.0,67.0,85.0,229.0,74.0,39.0,88.0,46.0,73.0,66.0,100.0,40.0,73.0,215.0,108.0,396.0,92.0,46.0,42.0,57.0,53.0,37.0,44.0,40.0,50.0,81.0,43.0,38.0,51.0,44.0,55.0,40.0,47.0,30.0,39.0,33.0,41.0,35.0,58.0,50.0,53.0,41.0,68.0,69.0,70.0,58.0,51.0,44.0,79.0,64.0,59.0,201.0,43.0,93.0,153.0,137.0,53.0,49.0,48.0,86.0,105.0,68.0,62.0,
