191.0,204.0,161.0,119.0,
402.0,139.0,156.0,164.0,
250.0,126.0,125.0,258.0,
156.0,164.0,127.0,93.0,
218.0,153.0,171.0,104.0,
175.0,123.0,103.0,140.0,
153.0,129.0,124.0,113.0,
266.0,233.0,194.0,112.0,
188.0,118.0,119.0,100.0,
189.0,118.0,178.0,427.0,
