153.0,218.0,130.0,179.0,
244.0,106.0,99.0,434.0,
319.0,122.0,322.0,124.0,
189.0,395.0,156.0,364.0,
293.0,226.0,169.0,239.0,
830.0,614.0,467.0,249.0,
476.0,327.0,323.0,350.0,
329.0,117.0,152.0,219.0,
168.0,145.0,149.0,113.0,
230.0,157.0,175.0,139.0,
