107.0,60.0,48.0,48.0,49.0,52.0,60.0,50.0,61.0,48.0,45.0,64.0,63.0,52.0,52.0,51.0,56.0,46.0,59.0,46.0,45.0,42.0,56.0,47.0,60.0,
114.0,53.0,92.0,44.0,40.0,41.0,130.0,44.0,47.0,47.0,55.0,51.0,49.0,50.0,46.0,46.0,48.0,46.0,43.0,45.0,46.0,49.0,45.0,69.0,44.0,
134.0,53.0,57.0,55.0,48.0,46.0,48.0,76.0,49.0,52.0,45.0,53.0,52.0,51.0,57.0,50.0,55.0,49.0,63.0,66.0,87.0,53.0,56.0,60.0,45.0,
102.0,154.0,49.0,46.0,48.0,44.0,119.0,48.0,48.0,67.0,43.0,50.0,48.0,49.0,57.0,43.0,52.0,49.0,46.0,45.0,40.0,47.0,47.0,49.0,46.0,
108.0,46.0,48.0,43.0,43.0,42.0,44.0,45.0,51.0,176.0,62.0,61.0,66.0,70.0,61.0,45.0,61.0,54.0,45.0,48.0,46.0,49.0,49.0,50.0,44.0,
