93.0,101.0,73.0,98.0,80.0,74.0,173.0,107.0,
275.0,104.0,63.0,57.0,67.0,68.0,66.0,134.0,
91.0,89.0,63.0,82.0,65.0,180.0,63.0,66.0,
157.0,77.0,104.0,67.0,69.0,117.0,108.0,183.0,
149.0,82.0,142.0,111.0,65.0,81.0,66.0,57.0,
126.0,70.0,80.0,70.0,68.0,139.0,86.0,80.0,
117.0,70.0,56.0,156.0,135.0,104.0,107.0,132.0,
177.0,69.0,163.0,62.0,72.0,113.0,221.0,77.0,
87.0,76.0,92.0,60.0,142.0,83.0,84.0,59.0,
134.0,107.0,587.0,162.0,347.0,116.0,172.0,114.0,
