150.0,49.0,49.0,45.0,75.0,54.0,75.0,82.0,53.0,48.0,49.0,45.0,94.0,46.0,62.0,79.0,53.0,69.0,55.0,51.0,
149.0,59.0,51.0,46.0,53.0,45.0,48.0,52.0,72.0,89.0,87.0,45.0,80.0,51.0,53.0,66.0,44.0,89.0,94.0,50.0,
172.0,128.0,54.0,49.0,48.0,104.0,46.0,132.0,51.0,53.0,51.0,57.0,46.0,51.0,48.0,51.0,52.0,53.0,48.0,48.0,
170.0,53.0,50.0,48.0,53.0,50.0,54.0,72.0,46.0,47.0,46.0,73.0,120.0,55.0,55.0,54.0,51.0,83.0,93.0,49.0,
133.0,50.0,140.0,121.0,123.0,53.0,53.0,53.0,60.0,51.0,57.0,58.0,48.0,54.0,61.0,48.0,45.0,59.0,45.0,48.0,
