89.0,47.0,41.0,50.0,44.0,49.0,42.0,43.0,48.0,40.0,44.0,45.0,44.0,47.0,40.0,44.0,42.0,38.0,40.0,60.0,42.0,49.0,37.0,43.0,38.0,40.0,44.0,41.0,45.0,47.0,44.0,47.0,111.0,
157.0,43.0,46.0,42.0,46.0,45.0,42.0,42.0,47.0,41.0,42.0,53.0,48.0,50.0,45.0,44.0,60.0,46.0,41.0,45.0,50.0,50.0,46.0,45.0,42.0,43.0,45.0,42.0,43.0,49.0,41.0,42.0,45.0,
97.0,43.0,168.0,51.0,40.0,55.0,47.0,43.0,45.0,41.0,42.0,45.0,44.0,44.0,47.0,51.0,57.0,50.0,48.0,47.0,46.0,55.0,42.0,46.0,43.0,41.0,46.0,41.0,47.0,40.0,57.0,130.0,106.0,
112.0,52.0,53.0,62.0,44.0,54.0,50.0,43.0,53.0,50.0,59.0,50.0,60.0,47.0,51.0,52.0,74.0,52.0,45.0,56.0,52.0,51.0,46.0,52.0,44.0,53.0,57.0,47.0,73.0,51.0,48.0,49.0,43.0,
124.0,44.0,45.0,103.0,101.0,51.0,76.0,53.0,51.0,42.0,56.0,49.0,39.0,40.0,123.0,44.0,52.0,55.0,45.0,43.0,42.0,46.0,41.0,46.0,43.0,44.0,39.0,39.0,47.0,52.0,49.0,55.0,51.0,
