171.0,55.0,51.0,133.0,166.0,117.0,65.0,76.0,142.0,69.0,128.0,94.0,
172.0,52.0,50.0,140.0,156.0,62.0,53.0,193.0,56.0,105.0,158.0,74.0,
209.0,57.0,99.0,65.0,132.0,86.0,94.0,110.0,101.0,200.0,63.0,61.0,
203.0,60.0,108.0,72.0,63.0,174.0,84.0,56.0,160.0,88.0,66.0,147.0,
202.0,67.0,97.0,65.0,165.0,60.0,77.0,107.0,114.0,116.0,120.0,110.0,
