157.0,56.0,57.0,130.0,103.0,58.0,61.0,122.0,51.0,169.0,67.0,55.0,96.0,98.0,
146.0,64.0,54.0,83.0,71.0,146.0,97.0,82.0,51.0,105.0,157.0,57.0,63.0,106.0,
139.0,54.0,64.0,104.0,48.0,150.0,98.0,75.0,47.0,92.0,182.0,54.0,67.0,94.0,
142.0,57.0,57.0,114.0,53.0,149.0,96.0,78.0,51.0,93.0,167.0,51.0,64.0,104.0,
151.0,128.0,76.0,50.0,114.0,59.0,135.0,52.0,50.0,76.0,155.0,96.0,111.0,53.0,
