203.0,56.0,123.0,107.0,107.0,104.0,106.0,118.0,136.0,153.0,79.0,
249.0,58.0,52.0,128.0,96.0,124.0,124.0,128.0,93.0,178.0,54.0,
213.0,56.0,106.0,118.0,88.0,137.0,95.0,212.0,64.0,122.0,82.0,
234.0,74.0,54.0,127.0,109.0,133.0,90.0,105.0,140.0,170.0,63.0,
195.0,52.0,133.0,120.0,85.0,131.0,103.0,106.0,117.0,182.0,57.0,
