171.0,63.0,69.0,72.0,57.0,49.0,70.0,107.0,81.0,49.0,64.0,103.0,100.0,52.0,67.0,102.0,
192.0,53.0,57.0,48.0,52.0,54.0,109.0,104.0,125.0,68.0,60.0,115.0,44.0,67.0,61.0,81.0,
174.0,51.0,51.0,66.0,62.0,68.0,97.0,102.0,93.0,96.0,63.0,86.0,135.0,48.0,62.0,48.0,
164.0,57.0,66.0,126.0,82.0,88.0,54.0,56.0,60.0,53.0,72.0,110.0,74.0,55.0,78.0,93.0,
167.0,56.0,54.0,65.0,51.0,55.0,120.0,97.0,48.0,56.0,94.0,101.0,74.0,56.0,87.0,89.0,
