23.076035537094725,27.10320901994796,25.538217943151928,
59.13660555884092,56.123021663486355,54.4069640914037,
88.66034222892101,85.64576909900651,90.74410163339384,
105.82010582010582,116.1170459823502,95.69377990430623,
145.66642388929353,150.62509414068384,130.25921583952066,
115.50011550011551,167.7008217340265,143.2459533018192,
177.39932588256167,203.9567611666327,169.86580601324954,
209.9076406381192,218.10250817884406,157.28216420257942,
227.27272727272725,251.88916876574305,216.54395842355996,
245.8210422812193,245.8210422812193,257.79840164990975,
395.88281868566906,465.98322460391427,464.4681839294008,
662.2516556291391,712.2507122507122,679.3478260869565,
700.280112044818,707.2135785007073,711.7437722419928,
686.3417982155113,717.3601147776184,725.1631617113851,
731.528895391368,728.8629737609328,736.9196757553427,
726.2164124909223,730.4601899196493,729.92700729927,
724.6376811594204,704.7216349541931,727.8020378457059,
726.7441860465117,725.689404934688,720.9805335255948,
725.689404934688,728.8629737609328,723.0657989877079,
711.2375533428166,713.775874375446,704.2253521126761,
750.7507507507507,739.6449704142011,748.502994011976,
750.1875468867217,749.0636704119851,727.2727272727273,
661.3756613756614,602.4096385542169,671.1409395973154,
